name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range,composite_score
Bento Sushi & Noodles,16783009,2124378744,0,2,19,3.6,12124378744,%2B12124378744,3UzGBC2de_-e-PlvUcu_fA,Daikichi Sushi,2,1,0,0,Restaurants,ChIJOXpM1hlawokREfRUP5-MzSU,Bento Sushi,3.7,40.7100042,-74.0101588,1,3.049180328
Pio Pio 8,16784822,2124592929,0,3,107,4.3,12124592929,%2B12124592929,OwV-MtDBC2H08rVcBqP2mA,Pio Pio 8,4,2248,$$,0,Latin American,ChIJvfVwDFJYwokRtWobbwOMEVM,Pio Pio 8,4.4,40.7606143,-73.9945556,2,4.163934426
Wondee Siam,16781044,2124599057,0,2,63,4.1,12124599057,%2B12124599057,rKeLuHDI3PQZsPSVCEMHtw,Wondee Siam,4,948,$$,0,Thai,ChIJj5dV51lYwokRbXx-MhBdMWA,Wondee Siam,4.5,40.765002,-73.9876442,1,4.131147541
Five Guys Burgers and Fries,16781838,2124599600,0,2,116,4.4,12124599600,%2B12124599600,p5i3ZkklWtMykVTODHmO5A,Five Guys,3.5,306,$,delivery,Burgers,ChIJ_b6qJvpYwokR7TFSUhdqGUc,Five Guys,4.3,40.7625468,-73.9767102,2,4
Craftbar,16763624,2124614300,0,4,173,4.3,12124614300,%2B12124614300,aA2Cyx1Ei7tuWQKUdUPLlg,Craftbar,3.5,803,$$$,0,American (New),ChIJebt-fhhawokRZSNkNfy8SiI,Alley Cat Amateur Theatre,3.8,40.7113931,-74.0068569,0,3.803278689
The Grey Dog,16767316,2124620041,0,2,167,4.4,12124620041,%2B12124620041,UDQNs4EOghsOoPuGsUoEzg,The Grey Dog's Coffee,4,299,$$,0,Coffee & Tea,ChIJ4wpS8ZJZwokRjKCNyp3PGp8,The Grey Dog,4.5,40.730054,-74.0039424,2,4.229508197
Socarrat Paella Bar- Chelsea,16782075,2124621000,0,4,170,4.3,12124621000,%2B12124621000,DiHm4iIAQhqMKfjsrBPvZw,Socarrat Paella Bar - Chelsea,4,1107,$$$,0,Spanish,ChIJ9ajN9btZwokRIxQws60QJq8,Socarrat Paella Bar- Chelsea,4.2,40.7427195,-73.9995153,2,4.098360656
Magnolia Bakery,16781795,2124622572,0,2,229,4.5,12124622572,%2B12124622572,85x3dZCMBj4rJ2LAdW-wFg,Magnolia Bakery West Village,3,2311,$$,0,Bakeries,ChIJF9Du35RZwokRFGd0oc4diZs,Magnolia Bakery,4.3,40.7358861,-74.0049499,2,3.868852459
Magnolia Bakery,16771494,2124622572,0,1,517,4.6,12124622572,%2B12124622572,85x3dZCMBj4rJ2LAdW-wFg,Magnolia Bakery West Village,3,2311,$$,0,Bakeries,ChIJF9Du35RZwokRFGd0oc4diZs,Magnolia Bakery,4.3,40.7358861,-74.0049499,2,3.901639344
Murray's Bagels,16773029,2124622830,0,1,136,4.4,12124622830,%2B12124622830,n8AfzNmqZUfXZzHtieea_A,Murray's Bagels,3.5,813,$,0,Bagels,ChIJw94eyZdZwokRIFFh8Jtcoa8,Murray's Bagels,4.2,40.7363873,-73.9972943,1,3.967213115
Blind Tiger,16760836,2124624682,0,4,108,4.3,12124624682,%2B12124624682,PMp7WlHIXQUnej-Ds1jRfw,Blind Tiger Ale House,4,873,$$,0,American (Traditional),ChIJWW4LoZNZwokRFOD1017tTZc,Blind Tiger,4.5,40.7318633,-74.0032367,2,4.196721311
Periyali,16774994,2124637890,0,4,60,4,12124637890,%2B12124637890,2HZ4UGqSzbb91nWui7VYLg,Periyali,4,251,$$$,0,Greek,ChIJy8unbqNZwokRughjUhFL76o,Periyali,4.5,40.740612,-73.992968,3,4.098360656
Trailer Park Lounge & Grill,16779919,2124638000,0,3,64,4.1,12124638000,%2B12124638000,xh9vrGDaAQIfhlDUJliJsw,The Trailer Park Lounge,3.5,618,$$,pickup,Dive Bars,ChIJKUCCVrpZwokRzavYvxNL6Jw,Trailer Park Lounge,4.1,40.745325,-73.997813,2,3.836065574
Istanbul Grill,16768480,2124638626,0,3,16,3.7,12124638626,%2B12124638626,5AJQ0zXD5cVR2vCiotdmbg,Istanbul Grill,3.5,120,$$,0,Turkish,ChIJ373UgMBZwokRumtAwHQ-K7c,Efendi,0,40.7397947,-74.003436,0,2.360655738
Beecher's New York Cafe,16786646,2124663340,0,2,52,4.2,12124663340,%2B12124663340,kVzl49sY2SGuPOPsR4XxiA,Beecher's Handmade Cheese,4,518,$$,0,Cheese Shops,ChIJXxWGzaNZwokRJhkgaJhyBtE,The Cellar,4.5,40.7389561,-73.9896882,2,4.163934426
Jacob's Pickles,16787496,2124705566,0,4,88,4.3,12124705566,%2B12124705566,xt4sa64WOrpJvZBDPNPNYg,Jacob's Pickles,4,3797,$$,0,Comfort Food,ChIJCehOSIRYwokRs4ijKsy1oiI,Jacob's Pickles,4.6,40.7866273,-73.9755359,2,4.229508197
Pylos,16775827,2124730220,0,3,130,4.3,12124730220,%2B12124730220,7xV4gzrgaOgQYtPC3FBZig,Pylos,4.5,1095,$$$,0,Greek,ChIJfZrQSJ1ZwokREBcOmNf9lew,Pylos,4.6,40.7261737,-73.9840674,3,4.393442623
Luzzo's,16771349,2124737447,0,3,125,4.3,12124737447,%2B12124737447,eVk4F9ixl89zyUHJ1G2Aiw,Luzzos La Pizza Napoletana,4,1018,$$,0,Italian,ChIJaf7QAJ5ZwokR0I29INQQLXU,Luzzo's La Pizza Napoletana,4.3,40.7305745,-73.9834651,2,4.131147541
McSorley's Old Ale House,16772221,2124739148,0,2,227,4.6,12124739148,%2B12124739148,QArou0r7CmLNPWYRA9ecog,McSorleys Old Ale House,4,1711,$,0,Dive Bars,ChIJGdCSd5tZwokRfYvMyzO7qtE,McSorley's Old Ale House,4.7,40.7287614,-73.9896943,1,4.360655738
Gyu-Kaku Japanese BBQ,16767410,2124752989,0,4,107,4.1,12124752989,%2B12124752989,bB8dHfAEJrF5tNcHr0yJjA,Gyu-Kaku Japanese BBQ,4,1645,$$$,0,Japanese,ChIJd5vUG5tZwokR4auQzzfh1Fs,Gyu-Kaku Japanese BBQ,4.5,40.728237,-73.9914863,2,4.131147541
Minetta Tavern,16772623,2124753850,0,4,303,4.6,12124753850,%2B12124753850,PYcL2z9gHj6-ZTlViT9Nqw,Minetta Tavern,4,2117,$$$,0,French,ChIJeQcZlpFZwokRjoemq-_w9QA,Minetta Tavern,4.5,40.7299881,-74.0007016,3,4.295081967
Russ & Daughters,16776730,2124754880,0,2,258,4.9,12124754880,%2B12124754880,VrCCr45dhN-RRM107iptdg,Russ & Daughters,4.5,2030,$$,0,Bagels,ChIJ7VEEjYNZwokRS0bdsXA3uyg,Russ & Daughters,4.7,40.7225851,-73.9882747,2,4.62295082
Russ & Daughters Cafe,16792337,2124754881,0,3,62,4.5,12124754881,%2B12124754881,0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,4,890,$$,0,Bagels,ChIJ63w3tSlawokRhSWpQtK0MSU,Speed Dates,0,40.715484,-73.9917732,0,2.786885246
ABC Kitchen,16784987,2124755829,0,4,336,4.7,12124755829,%2B12124755829,dMhRafXdr765DHe0k-QfaQ,ABC Kitchen,4,2886,$$$,0,American (New),ChIJSXmIIqJZwokRIhhDroV3qX8,ABC Kitchen,4.4,40.7377416,-73.9896147,3,4.295081967
Hundred Acres,16781950,2124757500,0,4,147,4.3,12124757500,%2B12124757500,Rj2ACaJcbroJLPDhRhzvBw,Shuka,4,345,$$,0,Mediterranean,ChIJ3dbcl41ZwokRouIrXtQ5erk,Shuka,4.4,40.727065,-74.002811,2,4.163934426
Gramercy Tavern,16767139,2124770777,0,4,958,4.8,12124770777,%2B12124770777,veq1Bl1DW3UWMekZJUsG1Q,Gramercy Tavern,4.5,2780,$$$$,0,American (New),ChIJvSQIgqFZwokRFYQbJdzceSs,Gramercy Tavern,4.7,40.7384555,-73.9885064,4,4.590163934
Big Daddy's,16781643,2124771500,0,3,60,4,12124771500,%2B12124771500,lNGdiIQwGOGsXAKvRMVC0w,Big Daddy's,3.5,956,$$,0,American (Traditional),ChIJQZNjl6FZwokRrhAzrnTKXps,Big Daddy's,4.2,40.7379388,-73.9878026,2,3.836065574
Negril Village,16773261,2124772804,0,4,231,4.3,12124772804,%2B12124772804,FQgIJTmrP7a5JANyTUMFkw,Negril Village,3.5,1184,$$,0,Caribbean,ChIJ57MmsJFZwokRpjsY3y4xzdg,Negril Village,4.3,40.729352,-73.9983558,2,3.967213115
Yonah Schimmel's Knish Bakery,16781248,2124772858,0,2,81,4.4,12124772858,%2B12124772858,amoGEhgkE4xcNXwYqWeoaw,Yonah Schimmel's Knish Bakery,4,597,$,0,Kosher,ChIJoxECaYRZwokRoCxDCS0m4m4,Yonah Schimmel's Knish Bakery,4.4,40.723182,-73.9901155,1,4.196721311
Supper,16778841,2124777600,0,3,220,4.4,12124777600,%2B12124777600,Vs8kQ4R381y27AH018gLpg,Supper,4,1241,$$,0,Italian,ChIJEwsBWoJZwokR0hUlK9HWIsM,Supper,4.4,40.7229553,-73.9852071,2,4.196721311
Antica Ristorante,16759362,2124803880,0,4,20,3.8,12124803880,%2B12124803880,0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,4.5,468,$$$,0,Italian,ChIJycgsjRNawokR8nBORBAReyc,Antica,4.2,40.7038611,-74.0123307,2,4.098360656
Vintry,16785147,2124809800,0,4,23,3.5,12124809800,%2B12124809800,x-53zwkCxlSuI4nih4YZ1g,Vintry Wine and Whiskey,4,257,$$$,0,Whiskey Bars,ChIJHTITKBRawokRbuB-C1vz4eg,Vintry Wine & Whiskey,4.5,40.70452,-74.0102668,3,3.93442623
i Trulli,16768191,2124817372,0,4,67,3.9,12124817372,%2B12124817372,Kz7hn14j6KXf_gYeC99rUg,i Trulli,3.5,344,$$$,pickup,Italian,ChIJ45xGe6dZwokRBE65o_cyxW8,I Trulli,4.3,40.7421053,-73.9836169,3,3.836065574
Ulysses' Folk House,16780199,2124820400,0,3,102,4.2,12124820400,%2B12124820400,mn6JM5lHuSSsG9KSXck3ww,Ulysses Folk House,3,737,$$,0,Pubs,ChIJV_vNLhRawokRt36u5nIPaVw,Ulysses,4.1,40.704362,-74.010046,2,3.704918033
TGI Fridays,16779049,2124838322,0,4,6,3.1,12124838322,%2B12124838322,Q_q8QmgHGk83ja2JCvHAQg,TGI Fridays,1.5,252,$$,0,American (Traditional),ChIJ8wQjtRlawokRPt5Bwv6cyZA,TGI Fridays,2.9,40.7065228,-74.0129604,2,2.459016393
Industry Kitchen,16793584,2124879600,0,3,15,2.9,12124879600,%2B12124879600,tHW3EwGwai1AiWQ6ZD-wjg,Industry Kitchen,3.5,514,$$,0,American (Traditional),ChIJcaQCwD1awokRuJEpTiEWOtw,Industry Kitchen,4.2,40.7049081,-74.00467,2,3.475409836
Brgr,16761150,2124887500,0,2,84,3.8,12124887500,%2B12124887500,_NOdtfiDKkbPBt1oWPLwpg,BRGR,3,618,$$,0,Burgers,ChIJgZ-3WqVZwokRkprtH8wtSb8,brgr,4.1,40.7461487,-73.9939164,2,3.573770492
Arriba Arriba!,16759650,2124890810,0,4,67,3.9,12124890810,%2B12124890810,jYAqup9AF9N9wYAWYanZ-A,Arriba Arriba Midtown,3.5,861,$$,0,Tacos,ChIJzVOUMFdYwokRy8Nskj-Mb34,Arriba Arriba Midtown,4.2,40.7641468,-73.9882751,2,3.803278689
Burrito Box,16761500,2124896889,0,2,55,4,12124896889,%2B12124896889,v4_89HfTm05NFTuukjsl_g,The Burrito Box,4,844,$,0,Mexican,ChIJZ-1h-1hYwokRSIEBjADBg6A,Burrito Box,4.5,40.7683048,-73.985698,1,4.098360656
Junoon,16786034,2124902100,0,4,153,4.7,12124902100,%2B12124902100,DZE4ThXa7d0kSXnR3Hb-kg,Junoon,3.5,1381,$$$,restaurant_reservation,Indian,ChIJD4wsQaRZwokRQIswTkF3YIc,Junoon,4.2,40.7430634,-73.9908701,4,4.06557377
The Grange,16789752,2124911635,0,4,12,3.6,12124911635,%2B12124911635,45hQHMdFxw0mh7ZTU--cDQ,The Grange Bar and Eatery,3.5,643,$$,0,Bars,ChIJEdlDwmT2wokRvcUBnxQfoBo,The Grange,4.4,40.8225397,-73.9494055,2,3.770491803
Jumbo's Hamburger Place,16768929,2124915444,0,2,15,3.7,12124915444,%2B12124915444,BdKi02geX76W3cJp3AaRZg,Jumbo's Hamburger Place,3.5,14,$,0,Burgers,ChIJ5R1VV3n2wokRB5m9R_GkFHg,Jumbo Hamburgers,3.7,40.822537,-73.9416849,1,3.573770492
Famous Fish Market,16765794,2124918323,0,2,27,3.9,12124918323,%2B12124918323,Vn3uPx9RsmempB-tOilw7g,Famous Fish Market,4,191,$,0,Seafood,ChIJ6xYRgHz2wokRNX3gJ5O8iBE,Famous Fish Market,4.5,40.8237287,-73.9446811,1,4.06557377
Good Enough To Eat,16767008,2124960163,0,4,158,4.2,12124960163,%2B12124960163,cQxtisUT6TgEGSN7gpnTDg,Good Enough to Eat,3.5,1393,$$,0,Breakfast & Brunch,ChIJr_284IRYwokR_Ejcc1v_gtU,Good Enough To Eat,4.1,40.7859871,-73.9727735,2,3.868852459
Café Lalo,16761729,2124966031,0,4,261,4.4,12124966031,%2B12124966031,1NDrUD3rct843ekECS9Dkw,Cafe Lalo,3,1325,$$,0,Desserts,ChIJZ7c20YVYwokRh1wk96rlkhY,Cafe Lalo,3.9,40.7859812,-73.9767266,2,3.704918033
Sarabeth's,16777126,2124966280,0,4,312,4.4,12124966280,%2B12124966280,vJpfMVBybyEF8p_qXWs0ug,Sarabeth's West,3.5,887,$$,0,Breakfast & Brunch,ChIJJWjnqYhYwokRXKDyQj71TzA,Sarabeth's Upper West Side,4.2,40.7838797,-73.9774244,2,3.967213115
Del Posto,16764132,2124978090,0,4,296,4.5,12124978090,%2B12124978090,N-rwVhnEtXg8yY_TlB_KZw,Del Posto,4,1388,$$$$,0,Italian,ChIJcVkmssBZwokRIpIrjLflCwE,Del Posto,4.6,40.743265,-74.007605,4,4.295081967
Arte Cafe,16759659,2125017014,0,3,73,3.9,12125017014,%2B12125017014,8TEx2Za-zM_pP5MU1t8HxQ,Arte Cafe,3,562,$$,0,Italian,ChIJHb3iwItYwokRqWQr8-yMXzg,Arte Cafe,4.1,40.7781026,-73.9788477,2,3.606557377
Land Thai Kitchen,16770524,2125018121,0,4,173,4.3,12125018121,%2B12125018121,83BXSwE0166sObnXLUE4bQ,Land,4,1028,$$,0,Thai,ChIJ02dcCoZYwokRBz_6soDtXXA,Land Thai Kitchen,4.2,40.78499,-73.9772987,2,4.098360656
Doughnut Plant,16764602,2125053700,0,1,549,4.8,12125053700,%2B12125053700,lWOkeS-wV4no8qqA9OwwEg,Doughnut Plant,4.5,3150,$$,0,Donuts,ChIJ2SZLBypawokR5g0jFxaMY10,Doughnut Plant,4.5,40.716336,-73.98853,2,4.524590164
Esperanto,16765555,2125056559,0,4,100,4.2,12125056559,%2B12125056559,X2mfQ5SOE5eMuUzPrI_pwA,Esperanto,3.5,686,$$,0,Brazilian,ChIJlXzqRHdZwokRzzOHaFAfSzc,Esperanto,4.2,40.7254599,-73.9780184,2,3.901639344
Gemma,16781662,2125057300,0,4,110,4.2,12125057300,%2B12125057300,dMrF98GlFYIPKYY5NVZHbw,Gemma,3.5,639,$$$,0,Italian,ChIJM1zN2YRZwokRqZiwEUrCAaQ,Gemma,4.3,40.7260151,-73.9914737,2,3.93442623
Alta,16759228,2125057777,0,4,225,4.5,12125057777,%2B12125057777,XEugUtbw4rRmGr9S1XA-aQ,Alta,4,1830,$$$,restaurant_reservation,Tapas Bars,ChIJV1Pf5JZZwokRjb-Dsy8ZY9E,Alta,4.4,40.7344108,-73.9982001,3,4.229508197
Minca,16772620,2125058001,0,2,72,4.2,12125058001,%2B12125058001,raelHbSJ_gTo701c-KyXWg,Minca,4,1626,$$,0,Ramen,ChIJsXTfdHhZwokR8sMYKPZVXsI,Minca,4.5,40.723998,-73.982949,2,4.163934426
Delmonico's,16764234,2125091144,0,4,137,4.4,12125091144,%2B12125091144,7NqFIuXuRwm6WuuseLxAVw,Delmonico's,4,988,$$$$,pickup,Steakhouses,ChIJwy8lmxZawokRtWUTg5wuv6I,Delmonico's,4.5,40.7049016,-74.010377,4,4.229508197
Jack's Wife Freda,16787607,2125108550,0,4,103,4.4,12125108550,%2B12125108550,Me4TxTbPPQZQopW1wOGx5g,Jack's Wife Freda,4,1781,$$,0,Breakfast & Brunch,ChIJA4i114hZwokRaqeyrmI80x0,Jack's Wife Freda,4.4,40.7221234,-73.9975099,2,4.196721311
Corner Social,16788093,2125108552,0,4,23,3.8,12125108552,%2B12125108552,Z8pm4rLTBki7OLgtbcTXEg,Corner Social,3.5,973,$$,0,American (New),ChIJ_TI4LA32wokR_4hB-16nbas,Corner Social,4.2,40.8086434,-73.9451464,2,3.770491803
Scalini Fedeli,16777203,2125280400,0,4,68,4.1,12125280400,%2B12125280400,WYhRkUATHRyXZrE55MArbA,Scalini Fedeli,4.5,298,$$$$,0,Italian,ChIJRY0QrR9awokRtnCdmU4ijlM,Scalini Fedeli,4.6,40.7174312,-74.009317,3,4.327868852
Gigino At Wagner Park,16766688,2125282228,0,4,28,3.9,12125282228,%2B12125282228,u6q1s6c0H9wQwFUJJzAiOw,Gigino At Wagner Park,3.5,265,$$$,0,Italian,ChIJRYUAFxJawokREHOxehQdkUM,Gigino,4.1,40.7050439,-74.018137,3,3.770491803
Old Town Bar & Restaurant,16774095,2125296732,0,3,58,3.9,12125296732,%2B12125296732,Q02uPdw8j8yDIVSPyJATjA,Old Town Bar & Restaurant,3.5,371,$$,0,American (Traditional),ChIJw-9BIqJZwokRJHawGH7Y_kc,Old Town Bar,4.3,40.7376202,-73.9891641,2,3.836065574
Taqueria Y Fonda la Mexicana,16779271,2125310383,0,3,55,4.1,12125310383,%2B12125310383,YKAwpTnKO-n5vB9-pqaCLQ,Taqueria Y Fonda,3.5,485,$,0,Mexican,ChIJCcj-ViP2wokRMkfgS81yxxI,Taqueria Y Fonda,4.3,40.8016168,-73.9652075,1,3.901639344
French Roast,16766288,2125332233,0,4,70,4.1,12125332233,%2B12125332233,tvqtAjAyc7dplVVwhw3VZQ,La Contenta Oeste,4,162,$$,0,Mexican,ChIJbVF-VpZZwokRheGwm9Fu0wQ,La Contenta Oeste,4.5,40.7352051,-73.9981588,2,4.131147541
Lafayette,16789428,2125333000,0,4,81,4,12125333000,%2B12125333000,g3jNtkQZVZrrC823oBxdtg,Lafayette,3.5,850,$$$,0,French,ChIJBVtTt5pZwokR48CgdYqHma8,Lafayette Grand Café & Bakery,4.3,40.7275934,-73.9937017,3,3.868852459
Rosa Mexicano,16776568,2125333350,0,4,206,4.3,12125333350,%2B12125333350,dYWjNK07igws9jFNgQmhng,Rosa Mexicano,3.5,1439,$$,0,Mexican,ChIJG9ebRaJZwokRergVWSiSaqY,Rosa Mexicano,4.3,40.7383338,-73.9907684,2,3.967213115
Soba-Ya,16777770,2125336966,0,4,113,4.2,12125336966,%2B12125336966,i8ejDDR4COtukAAA1Ls5fw,Soba-ya,4,1425,$$,0,Japanese,ChIJVUXabZxZwokRh-_g7s0HxVI,Sobaya,4.3,40.729584,-73.9879363,2,4.098360656
Big Gay Ice Cream Shop,16786997,2125339333,0,2,128,4.6,12125339333,%2B12125339333,qZyHpLB9QVTWbHReujNfcg,Big Gay Ice Cream Shop,4,1962,$,0,Ice Cream & Frozen Yogurt,ChIJBxqARp1ZwokR6XsKO2w7r6A,Big Gay Ice Cream Shop,4.3,40.7263797,-73.9841115,1,4.229508197
Essex,16765569,2125339616,0,4,98,4,12125339616,%2B12125339616,hRZyaQ80R9s9ztEBDJqiuw,Essex,3.5,1896,$$$,pickup,Bars,ChIJ7fydz4BZwokRDDwDLrzF5ts,Essex,4,40.719707,-73.987415,2,3.770491803
Patsy's Pizzeria,16774801,2125349783,0,2,103,4.3,12125349783,%2B12125349783,Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,4,786,$$,0,Pizza,ChIJvXfkSP31wokRJ1Lqb0Nk7qQ,Patsy's Pizzeria,4.5,40.7971528,-73.9348807,1,4.196721311
Blue Hill,16760870,2125391776,0,4,180,4.3,12125391776,%2B12125391776,4Objcs7HXSGuzpb0SOa-Jw,Blue Hill,4.5,971,$$$$,0,American (New),ChIJi9BURJFZwokRDcqvIgxdXds,Blue Hill,4.6,40.7320465,-73.9996685,4,4.393442623
Redeye Grill,16776173,2125419000,0,4,111,4.2,12125419000,%2B12125419000,sooTvMm8hrbHtJkxnu943A,Redeye Grill,3.5,512,$$$,0,American (New),ChIJ1_LNnPdYwokR4md6qC18AMU,Redeye Grill,4.2,40.7651937,-73.9806836,3,3.901639344
Gogo-gi,16786669,2125430922,0,2,6,3.6,12125430922,%2B12125430922,SwydWCzIZ_bSp-8HeM4DTA,GoGo-Gi,4,174,$$,0,Korean,ChIJkdy5qpz2wokRniTfRmDCTzA,GoGo-Gi,4.5,40.8379895,-73.94167,1,3.967213115
Monkey Room Bar & Lounge,16772801,2125439888,0,3,3,3.3,12125439888,%2B12125439888,VZHyAmdFDreQqL0BT-zdoA,Monkey Room,3.5,90,$$,0,Latin American,ChIJO851nKf2wokRt0FnUtV9omg,Monkey Room,4.3,40.8549581,-73.9372275,2,3.639344262
Spice Symphony,16788767,2125457742,0,4,28,4.1,12125457742,%2B12125457742,Va_mnsEvBghHXvc7uZIWJQ,Spice Symphony,4,565,$$,0,Indian,ChIJR1cYdAhZwokRDa395yAfh48,Spice Symphony,4.4,40.74472,-73.981201,2,4.098360656
Benno,18930067,2125458000,0,4,2,0,12125458000,%2B12125458000,bNOra2VzCmrqq2u5xTD62Q,The Evelyn,3.5,84,$$,0,Hotels,ChIJH4GkW6ZZwokR9TZqm6sXzXQ,The Evelyn Hotel,4.1,40.7439037,-73.9870421,0,2.491803279
Soba Totto,16781763,2125578200,0,4,82,4.1,12125578200,%2B12125578200,Ms1p17KsYteDlkvHnllC2g,Soba Totto,4,864,$$,0,Japanese,ChIJ14y5HwNZwokRrNpTpUqpB7Q,Soba Totto,4.4,40.7513389,-73.9731588,2,4.098360656
Esca,16765548,2125647272,0,4,191,4.3,12125647272,%2B12125647272,6_QdpGBllowmf94fqZr68Q,Esca,3,687,$$$$,0,Italian,ChIJ5wbtWVJYwokR81uayeApva8,Esca,4.1,40.7592097,-73.9927457,3,3.737704918
Steve's Pizza,16785301,2125660003,0,2,12,3.2,12125660003,%2B12125660003,bwmq1FbMg1QiQ7g5v-wCIA,Steve's Pizza,3.5,170,$,0,Pizza,ChIJ37TJUxdawokRQUvJ1X8oeyo,Steve's Pizza,4.2,40.7094349,-74.012024,1,3.573770492
Buddha Bodai One Vegetarian Restaurant,16783590,2125668388,0,3,42,4,12125668388,%2B12125668388,tguMh2GgOcU9fu6WN3dqpw,Original Buddha Bodai Kosher Vegetarian Restaurant,4,935,$$,0,Chinese,ChIJw3YulCZawokRGh4ZyOycnic,The Original Buddha Bodai Kosher Vegetarian Restaurant,4.4,40.7138721,-73.9988482,1,4.06557377
Dyckman Express,16764877,2125672288,0,3,8,3.5,12125672288,%2B12125672288,T_hmL9ktXYZoB2aWwydU9Q,Dyckman Express Restaurant,3,88,$,0,Latin American,ChIJr05wJAb0wokREaqqcm-gFvg,Dyckman Express,4,40.8619219,-73.9245152,1,3.442622951
Empire Szechuan Noodle House,16765486,2125681600,0,2,21,3.7,12125681600,%2B12125681600,MC06EqjcXFqnL70EJQI3wg,Empire Szechuan Noodle House,2.5,192,$$,0,Chinese,ChIJWUnUnJ72wokReTh5Z6tWA4k,Empire Szechuan,3.8,40.8426994,-73.9394856,1,3.278688525
Refried Beans,16788674,2125682299,0,3,6,3.2,12125682299,%2B12125682299,4sNPRRefpFQl-fE_aU5XaA,Refried Beans Mexican Grill,3.5,248,$$,0,Mexican,ChIJXZVvmaf2wokRacWfxkg-vng,Refried Beans Mexican Grill,4.3,40.854965,-73.9371163,2,3.606557377
Dallas BBQ,16763987,2125683700,0,4,35,3.7,12125683700,%2B12125683700,nhPSyFcE_CHc6ig2LekueQ,Dallas BBQ,3,262,$$,0,Barbeque,ChIJ1Tldkpz2wokR1BvQMWlaoOs,Dallas BBQ,4.1,40.8396586,-73.9404853,2,3.540983607
University Deli,16780280,2125683838,0,1,4,3.3,12125683838,%2B12125683838,dNDk9qhbca7_edJ-Rc8ntw,University Deli,3,35,$,0,Delis,ChIJ99lYQZz2wokR2VAd9_pzn3w,New University Deli,3.3,40.8413681,-73.940179,0,3.147540984
George's Pizza,16766638,2125686891,0,1,18,3.8,12125686891,%2B12125686891,jx0bhDsNMPOrUDRQNhijZw,George's Pizza,3,87,$,0,Pizza,ChIJZbt1k6D2wokRfmjsJlDAzh0,George's Pizzaria,4.1,40.8504356,-73.9371051,1,3.573770492
Studio Cafe,17714755,2125703670,0,2,2,0,12125703670,%2B12125703670,kkyHnaqIBW7WaJ-z_YooCA,Untitled at the Whitney,4,285,$$$,0,American (New),ChIJYQojLsBZwokRDcUvWtjk6Xc,Studio Cafe,4.2,40.7396059,-74.0089716,0,2.68852459
Untitled,17817886,2125703670,0,4,8,3.5,12125703670,%2B12125703670,kkyHnaqIBW7WaJ-z_YooCA,Untitled at the Whitney,4,285,$$$,0,American (New),ChIJYQojLsBZwokRDcUvWtjk6Xc,Studio Cafe,4.2,40.7396059,-74.0089716,0,3.836065574
Takahachi Tribeca,16779186,2125711830,0,4,41,3.9,12125711830,%2B12125711830,9AUVb5HNQl2117Nkl7sP-Q,Takahachi Tribeca Restaurant,3.5,222,$$$,0,Sushi Bars,ChIJaVgbdR9awokRqxIwG9AywT4,Takahachi,4.5,40.716584,-74.0079215,2,3.901639344
Patzeria Perfect Pizza,16774813,2125757646,0,2,135,4.5,12125757646,%2B12125757646,DJSLGbSqCJ1W8ma3LFlMuw,Patzeria Perfect Pizza,4,1533,$,0,Pizza,ChIJIcJCN1RYwokRHQzLh_iGQwI,Patzeria,4.2,40.759468,-73.986771,1,4.163934426
Patsy's Pizzeria,16774805,2125793000,0,2,96,4.2,12125793000,%2B12125793000,EJOpdpy6QPTtmC7Fn04yHw,Patsy's Pizzeria,3.5,478,$$,0,Pizza,ChIJq31W-YtYwokRu53h7vplsWE,Patsy's Pizzeria,4.2,40.7787036,-73.9774567,2,3.901639344
Freds Restaurant,16766276,2125793076,0,4,89,4.2,12125793076,%2B12125793076,cSRzfprFfAnT1nAcQMgrDA,Fred's Restaurant,4,727,$$,0,Breakfast & Brunch,ChIJl6Gl0IVYwokR-wDytWOCXzQ,Fred's,4.4,40.7857162,-73.9767132,2,4.131147541
Pasha Turkish,16774739,2125798751,0,4,65,4,12125798751,%2B12125798751,-X-jyF6Wblm3R3ExI-6EVg,Pasha Restaurant,4,382,$$,0,Turkish,ChIJNXoOCYtYwokRpUf-6rwdqfM,Pasha,3.9,40.7764939,-73.9789786,2,3.901639344
Momoya,16783152,2125800007,0,4,64,4,12125800007,%2B12125800007,PTYUAAJbEmvIv4EsyRrcnA,Momoya,4,409,$$$,0,Sushi Bars,ChIJgTrKAYZYwokRrLF7JiGwdNM,Momoya,4.4,40.784053,-73.9774448,2,4.06557377
Talia's Steakhouse & Bar,16779205,2125803770,0,4,33,3.7,12125803770,%2B12125803770,vdmLsd-_-EQ7W6TnvfYdAQ,Talia's Steakhouse & Bar,3,332,$$$,0,Steakhouses,ChIJFd2ct4JYwokRhL3SHtbKvOc,Talia's Steakhouse and Bar,4.2,40.791929,-73.972145,3,3.573770492
